level_0,Opponent,index,Date,Loc,AB,R,H,HR,Opp_E,snhu_result,SNHU_R,IP,10 Game Avg,Running Opp Error,Batting Avg,index,Opponent,avg_era_by_team,Loc_encoded
425,Merrimack,539,2010-05-02,at,29.0,2.0,4.0,0,0,L,3,8.0,5.6,1.972,0.138,2,Merrimack,3.0035206102391085,0
426,Merrimack,332,2010-05-02,at,29.0,2.0,4.0,0,0,L,3,8.0,5.2,1.967,0.138,2,Merrimack,3.0035206102391085,0
427,Merrimack,180,2010-05-02,at,29.0,2.0,4.0,0,0,L,3,8.0,4.8,1.963,0.138,2,Merrimack,3.0035206102391085,0
428,Merrimack,87,2010-05-02,at,29.0,2.0,4.0,0,0,L,3,8.0,4.4,1.958,0.138,2,Merrimack,3.0035206102391085,0
429,Merrimack,42,2010-05-02,at,29.0,2.0,4.0,0,0,L,3,8.0,4.0,1.953,0.138,2,Merrimack,3.0035206102391085,0
430,Merrimack,2382,2010-05-02,at,37.0,6.0,13.0,0,2,W,1,9.0,4.9,1.954,0.351,2,Merrimack,3.0035206102391085,0
431,Merrimack,1901,2010-05-02,at,37.0,6.0,13.0,0,2,W,1,9.0,5.8,1.954,0.351,2,Merrimack,3.0035206102391085,0
432,Merrimack,1479,2010-05-02,at,37.0,6.0,13.0,0,2,W,1,9.0,6.7,1.954,0.351,2,Merrimack,3.0035206102391085,0
433,Merrimack,1112,2010-05-02,at,37.0,6.0,13.0,0,2,W,1,9.0,7.6,1.954,0.351,2,Merrimack,3.0035206102391085,0
434,Merrimack,803,2010-05-02,at,37.0,6.0,13.0,0,2,W,1,9.0,8.5,1.954,0.351,2,Merrimack,3.0035206102391085,0
435,Merrimack,540,2010-05-02,at,37.0,6.0,13.0,0,2,W,1,9.0,9.4,1.954,0.351,2,Merrimack,3.0035206102391085,0
436,Merrimack,333,2010-05-02,at,37.0,6.0,13.0,0,2,W,1,9.0,10.3,1.954,0.351,2,Merrimack,3.0035206102391085,0
437,Merrimack,181,2010-05-02,at,37.0,6.0,13.0,0,2,W,1,9.0,11.2,1.954,0.351,2,Merrimack,3.0035206102391085,0
438,Merrimack,88,2010-05-02,at,37.0,6.0,13.0,0,2,W,1,9.0,12.1,1.954,0.351,2,Merrimack,3.0035206102391085,0
439,Merrimack,43,2010-05-02,at,37.0,6.0,13.0,0,2,W,1,9.0,13.0,1.955,0.351,2,Merrimack,3.0035206102391085,0
440,Wilmington (Del.),2384,2011-02-26,vs,21.0,1.0,3.0,0,2,L,2,6.0,12.0,1.955,0.143,21,Wilmington (Del.),4.014740108611326,2
441,Wilmington (Del.),1903,2011-02-26,vs,21.0,1.0,3.0,0,2,L,2,6.0,11.0,1.955,0.143,21,Wilmington (Del.),4.014740108611326,2
442,Wilmington (Del.),1481,2011-02-26,vs,21.0,1.0,3.0,0,2,L,2,6.0,10.0,1.955,0.143,21,Wilmington (Del.),4.014740108611326,2
443,Wilmington (Del.),1114,2011-02-26,vs,21.0,1.0,3.0,0,2,L,2,6.0,9.0,1.955,0.143,21,Wilmington (Del.),4.014740108611326,2
444,Wilmington (Del.),805,2011-02-26,vs,21.0,1.0,3.0,0,2,L,2,6.0,8.0,1.955,0.143,21,Wilmington (Del.),4.014740108611326,2
445,Wilmington (Del.),542,2011-02-26,vs,21.0,1.0,3.0,0,2,L,2,6.0,7.0,1.955,0.143,21,Wilmington (Del.),4.014740108611326,2
446,Wilmington (Del.),335,2011-02-26,vs,21.0,1.0,3.0,0,2,L,2,6.0,6.0,1.955,0.143,21,Wilmington (Del.),4.014740108611326,2
447,Wilmington (Del.),183,2011-02-26,vs,21.0,1.0,3.0,0,2,L,2,6.0,5.0,1.955,0.143,21,Wilmington (Del.),4.014740108611326,2
448,Wilmington (Del.),90,2011-02-26,vs,21.0,1.0,3.0,0,2,L,2,6.0,4.0,1.955,0.143,21,Wilmington (Del.),4.014740108611326,2
449,Wilmington (Del.),2385,2011-02-26,vs,31.0,3.0,5.0,0,2,L,11,8.0,3.2,1.956,0.161,21,Wilmington (Del.),4.014740108611326,2
450,Wilmington (Del.),1904,2011-02-26,vs,31.0,3.0,5.0,0,2,L,11,8.0,3.4,1.956,0.161,21,Wilmington (Del.),4.014740108611326,2
451,Wilmington (Del.),1482,2011-02-26,vs,31.0,3.0,5.0,0,2,L,11,8.0,3.6,1.956,0.161,21,Wilmington (Del.),4.014740108611326,2
452,Wilmington (Del.),1115,2011-02-26,vs,31.0,3.0,5.0,0,2,L,11,8.0,3.8,1.956,0.161,21,Wilmington (Del.),4.014740108611326,2
453,Wilmington (Del.),806,2011-02-26,vs,31.0,3.0,5.0,0,2,L,11,8.0,4.0,1.956,0.161,21,Wilmington (Del.),4.014740108611326,2
454,Wilmington (Del.),543,2011-02-26,vs,31.0,3.0,5.0,0,2,L,11,8.0,4.2,1.956,0.161,21,Wilmington (Del.),4.014740108611326,2
455,Wilmington (Del.),336,2011-02-26,vs,31.0,3.0,5.0,0,2,L,11,8.0,4.4,1.956,0.161,21,Wilmington (Del.),4.014740108611326,2
456,Wilmington (Del.),184,2011-02-26,vs,31.0,3.0,5.0,0,2,L,11,8.0,4.6,1.956,0.161,21,Wilmington (Del.),4.014740108611326,2
457,Wilmington (Del.),91,2011-02-26,vs,31.0,3.0,5.0,0,2,L,11,8.0,4.8,1.956,0.161,21,Wilmington (Del.),4.014740108611326,2
458,Wilmington (Del.),2386,2011-02-27,vs,28.0,4.0,9.0,1,0,W,0,7.0,5.4,1.952,0.321,21,Wilmington (Del.),4.014740108611326,2
459,Wilmington (Del.),1905,2011-02-27,vs,28.0,4.0,9.0,1,0,W,0,7.0,5.8,1.948,0.321,21,Wilmington (Del.),4.014740108611326,2
460,Wilmington (Del.),1483,2011-02-27,vs,28.0,4.0,9.0,1,0,W,0,7.0,6.2,1.944,0.321,21,Wilmington (Del.),4.014740108611326,2
461,Wilmington (Del.),1116,2011-02-27,vs,28.0,4.0,9.0,1,0,W,0,7.0,6.6,1.939,0.321,21,Wilmington (Del.),4.014740108611326,2
462,Wilmington (Del.),807,2011-02-27,vs,28.0,4.0,9.0,1,0,W,0,7.0,7.0,1.935,0.321,21,Wilmington (Del.),4.014740108611326,2
463,Wilmington (Del.),544,2011-02-27,vs,28.0,4.0,9.0,1,0,W,0,7.0,7.4,1.931,0.321,21,Wilmington (Del.),4.014740108611326,2
464,Wilmington (Del.),337,2011-02-27,vs,28.0,4.0,9.0,1,0,W,0,7.0,7.8,1.927,0.321,21,Wilmington (Del.),4.014740108611326,2
465,Wilmington (Del.),185,2011-02-27,vs,28.0,4.0,9.0,1,0,W,0,7.0,8.2,1.923,0.321,21,Wilmington (Del.),4.014740108611326,2
466,Wilmington (Del.),92,2011-02-27,vs,28.0,4.0,9.0,1,0,W,0,7.0,8.6,1.919,0.321,21,Wilmington (Del.),4.014740108611326,2
467,Wilmington (Del.),2387,2011-02-27,vs,33.0,7.0,9.0,2,1,L,8,8.2,9.0,1.917,0.273,21,Wilmington (Del.),4.014740108611326,2
468,Wilmington (Del.),1906,2011-02-27,vs,33.0,7.0,9.0,2,1,L,8,8.2,9.0,1.915,0.273,21,Wilmington (Del.),4.014740108611326,2
469,Wilmington (Del.),1484,2011-02-27,vs,33.0,7.0,9.0,2,1,L,8,8.2,9.0,1.913,0.273,21,Wilmington (Del.),4.014740108611326,2
470,Wilmington (Del.),1117,2011-02-27,vs,33.0,7.0,9.0,2,1,L,8,8.2,9.0,1.911,0.273,21,Wilmington (Del.),4.014740108611326,2
471,Wilmington (Del.),808,2011-02-27,vs,33.0,7.0,9.0,2,1,L,8,8.2,9.0,1.909,0.273,21,Wilmington (Del.),4.014740108611326,2
472,Wilmington (Del.),545,2011-02-27,vs,33.0,7.0,9.0,2,1,L,8,8.2,9.0,1.907,0.273,21,Wilmington (Del.),4.014740108611326,2
473,Wilmington (Del.),338,2011-02-27,vs,33.0,7.0,9.0,2,1,L,8,8.2,9.0,1.905,0.273,21,Wilmington (Del.),4.014740108611326,2
474,Wilmington (Del.),186,2011-02-27,vs,33.0,7.0,9.0,2,1,L,8,8.2,9.0,1.903,0.273,21,Wilmington (Del.),4.014740108611326,2
475,Wilmington (Del.),93,2011-02-27,vs,33.0,7.0,9.0,2,1,L,8,8.2,9.0,1.901,0.273,21,Wilmington (Del.),4.014740108611326,2
476,C.W. Post,2388,2011-03-04,at,35.0,9.0,11.0,0,1,W,0,9.0,9.2,1.899,0.314,22,C.W. Post,0.5625,0
477,C.W. Post,1907,2011-03-04,at,35.0,9.0,11.0,0,1,W,0,9.0,9.4,1.897,0.314,22,C.W. Post,0.5625,0
478,C.W. Post,1485,2011-03-04,at,35.0,9.0,11.0,0,1,W,0,9.0,9.6,1.896,0.314,22,C.W. Post,0.5625,0
479,C.W. Post,1118,2011-03-04,at,35.0,9.0,11.0,0,1,W,0,9.0,9.8,1.894,0.314,22,C.W. Post,0.5625,0
480,C.W. Post,809,2011-03-04,at,35.0,9.0,11.0,0,1,W,0,9.0,10.0,1.892,0.314,22,C.W. Post,0.5625,0
481,C.W. Post,546,2011-03-04,at,35.0,9.0,11.0,0,1,W,0,9.0,10.2,1.89,0.314,22,C.W. Post,0.5625,0
482,C.W. Post,339,2011-03-04,at,35.0,9.0,11.0,0,1,W,0,9.0,10.4,1.888,0.314,22,C.W. Post,0.5625,0
483,C.W. Post,187,2011-03-04,at,35.0,9.0,11.0,0,1,W,0,9.0,10.6,1.886,0.314,22,C.W. Post,0.5625,0
484,C.W. Post,94,2011-03-04,at,35.0,9.0,11.0,0,1,W,0,9.0,10.8,1.885,0.314,22,C.W. Post,0.5625,0
485,C.W. Post,2389,2011-03-04,at,27.0,4.0,8.0,0,1,W,1,7.0,10.7,1.883,0.296,22,C.W. Post,0.5625,0
486,C.W. Post,1908,2011-03-04,at,27.0,4.0,8.0,0,1,W,1,7.0,10.4,1.881,0.296,22,C.W. Post,0.5625,0
487,C.W. Post,1486,2011-03-04,at,27.0,4.0,8.0,0,1,W,1,7.0,10.1,1.879,0.296,22,C.W. Post,0.5625,0
488,C.W. Post,1119,2011-03-04,at,27.0,4.0,8.0,0,1,W,1,7.0,9.8,1.877,0.296,22,C.W. Post,0.5625,0
489,C.W. Post,810,2011-03-04,at,27.0,4.0,8.0,0,1,W,1,7.0,9.5,1.876,0.296,22,C.W. Post,0.5625,0
490,C.W. Post,547,2011-03-04,at,27.0,4.0,8.0,0,1,W,1,7.0,9.2,1.874,0.296,22,C.W. Post,0.5625,0
491,C.W. Post,340,2011-03-04,at,27.0,4.0,8.0,0,1,W,1,7.0,8.9,1.872,0.296,22,C.W. Post,0.5625,0
492,C.W. Post,188,2011-03-04,at,27.0,4.0,8.0,0,1,W,1,7.0,8.6,1.87,0.296,22,C.W. Post,0.5625,0
493,C.W. Post,95,2011-03-04,at,27.0,4.0,8.0,0,1,W,1,7.0,8.3,1.868,0.296,22,C.W. Post,0.5625,0
494,Molloy,2390,2011-03-05,at,39.0,3.0,8.0,1,2,L,4,11.2,8.0,1.869,0.205,0,Molloy,4.10538286580743,0
495,Molloy,1909,2011-03-05,at,39.0,3.0,8.0,1,2,L,4,11.2,8.0,1.869,0.205,0,Molloy,4.10538286580743,0
496,Molloy,1487,2011-03-05,at,39.0,3.0,8.0,1,2,L,4,11.2,8.0,1.869,0.205,0,Molloy,4.10538286580743,0
497,Molloy,1120,2011-03-05,at,39.0,3.0,8.0,1,2,L,4,11.2,8.0,1.869,0.205,0,Molloy,4.10538286580743,0
498,Molloy,811,2011-03-05,at,39.0,3.0,8.0,1,2,L,4,11.2,8.0,1.87,0.205,0,Molloy,4.10538286580743,0
499,Molloy,548,2011-03-05,at,39.0,3.0,8.0,1,2,L,4,11.2,8.0,1.87,0.205,0,Molloy,4.10538286580743,0
500,Molloy,341,2011-03-05,at,39.0,3.0,8.0,1,2,L,4,11.2,8.0,1.87,0.205,0,Molloy,4.10538286580743,0
501,Molloy,189,2011-03-05,at,39.0,3.0,8.0,1,2,L,4,11.2,8.0,1.871,0.205,0,Molloy,4.10538286580743,0
502,Molloy,96,2011-03-05,at,39.0,3.0,8.0,1,2,L,4,11.2,8.0,1.871,0.205,0,Molloy,4.10538286580743,0
503,Molloy,2391,2011-03-05,at,22.0,8.0,5.0,1,0,W,4,7.0,7.7,1.867,0.227,0,Molloy,4.10538286580743,0
504,Molloy,1910,2011-03-05,at,22.0,8.0,5.0,1,0,W,4,7.0,7.4,1.863,0.227,0,Molloy,4.10538286580743,0
505,Molloy,1488,2011-03-05,at,22.0,8.0,5.0,1,0,W,4,7.0,7.1,1.86,0.227,0,Molloy,4.10538286580743,0
506,Molloy,1121,2011-03-05,at,22.0,8.0,5.0,1,0,W,4,7.0,6.8,1.856,0.227,0,Molloy,4.10538286580743,0
507,Molloy,812,2011-03-05,at,22.0,8.0,5.0,1,0,W,4,7.0,6.5,1.852,0.227,0,Molloy,4.10538286580743,0
508,Molloy,549,2011-03-05,at,22.0,8.0,5.0,1,0,W,4,7.0,6.2,1.849,0.227,0,Molloy,4.10538286580743,0
509,Molloy,342,2011-03-05,at,22.0,8.0,5.0,1,0,W,4,7.0,5.9,1.845,0.227,0,Molloy,4.10538286580743,0
510,Molloy,190,2011-03-05,at,22.0,8.0,5.0,1,0,W,4,7.0,5.6,1.841,0.227,0,Molloy,4.10538286580743,0
511,Molloy,97,2011-03-05,at,22.0,8.0,5.0,1,0,W,4,7.0,5.3,1.838,0.227,0,Molloy,4.10538286580743,0
512,Bloomfield,2392,2011-03-08,vs,39.0,14.0,17.0,0,1,W,2,9.0,6.2,1.836,0.436,23,Bloomfield,1.9156626506024097,2
513,Bloomfield,1911,2011-03-08,vs,39.0,14.0,17.0,0,1,W,2,9.0,7.4,1.835,0.436,23,Bloomfield,1.9156626506024097,2
514,Bloomfield,1489,2011-03-08,vs,39.0,14.0,17.0,0,1,W,2,9.0,8.6,1.833,0.436,23,Bloomfield,1.9156626506024097,2
515,Bloomfield,1122,2011-03-08,vs,39.0,14.0,17.0,0,1,W,2,9.0,9.8,1.831,0.436,23,Bloomfield,1.9156626506024097,2
516,Bloomfield,813,2011-03-08,vs,39.0,14.0,17.0,0,1,W,2,9.0,11.0,1.83,0.436,23,Bloomfield,1.9156626506024097,2
517,Bloomfield,550,2011-03-08,vs,39.0,14.0,17.0,0,1,W,2,9.0,12.2,1.828,0.436,23,Bloomfield,1.9156626506024097,2
518,Bloomfield,343,2011-03-08,vs,39.0,14.0,17.0,0,1,W,2,9.0,13.4,1.827,0.436,23,Bloomfield,1.9156626506024097,2
519,Bloomfield,191,2011-03-08,vs,39.0,14.0,17.0,0,1,W,2,9.0,14.6,1.825,0.436,23,Bloomfield,1.9156626506024097,2
520,Bloomfield,98,2011-03-08,vs,39.0,14.0,17.0,0,1,W,2,9.0,15.8,1.823,0.436,23,Bloomfield,1.9156626506024097,2
521,Nova Southeastern,2393,2011-03-08,at,40.0,6.0,12.0,0,4,L,7,8.0,16.5,1.828,0.3,7,Nova Southeastern,9.376271186440679,0
522,Nova Southeastern,1912,2011-03-08,at,40.0,6.0,12.0,0,4,L,7,8.0,16.0,1.832,0.3,7,Nova Southeastern,9.376271186440679,0
523,Nova Southeastern,1490,2011-03-08,at,40.0,6.0,12.0,0,4,L,7,8.0,15.5,1.836,0.3,7,Nova Southeastern,9.376271186440679,0
524,Nova Southeastern,1123,2011-03-08,at,40.0,6.0,12.0,0,4,L,7,8.0,15.0,1.84,0.3,7,Nova Southeastern,9.376271186440679,0
525,Nova Southeastern,814,2011-03-08,at,40.0,6.0,12.0,0,4,L,7,8.0,14.5,1.844,0.3,7,Nova Southeastern,9.376271186440679,0
526,Nova Southeastern,551,2011-03-08,at,40.0,6.0,12.0,0,4,L,7,8.0,14.0,1.848,0.3,7,Nova Southeastern,9.376271186440679,0
527,Nova Southeastern,344,2011-03-08,at,40.0,6.0,12.0,0,4,L,7,8.0,13.5,1.852,0.3,7,Nova Southeastern,9.376271186440679,0
528,Nova Southeastern,192,2011-03-08,at,40.0,6.0,12.0,0,4,L,7,8.0,13.0,1.856,0.3,7,Nova Southeastern,9.376271186440679,0
529,Nova Southeastern,99,2011-03-08,at,40.0,6.0,12.0,0,4,L,7,8.0,12.5,1.86,0.3,7,Nova Southeastern,9.376271186440679,0
530,Felician,2394,2011-03-09,vs,32.0,8.0,9.0,0,1,W,3,9.0,11.7,1.859,0.281,24,Felician,3.4480151228733456,2
531,Felician,1913,2011-03-09,vs,32.0,8.0,9.0,0,1,W,3,9.0,11.4,1.857,0.281,24,Felician,3.4480151228733456,2
532,Felician,1491,2011-03-09,vs,32.0,8.0,9.0,0,1,W,3,9.0,11.1,1.856,0.281,24,Felician,3.4480151228733456,2
533,Felician,1124,2011-03-09,vs,32.0,8.0,9.0,0,1,W,3,9.0,10.8,1.854,0.281,24,Felician,3.4480151228733456,2
534,Felician,815,2011-03-09,vs,32.0,8.0,9.0,0,1,W,3,9.0,10.5,1.852,0.281,24,Felician,3.4480151228733456,2
535,Felician,552,2011-03-09,vs,32.0,8.0,9.0,0,1,W,3,9.0,10.2,1.851,0.281,24,Felician,3.4480151228733456,2
536,Felician,345,2011-03-09,vs,32.0,8.0,9.0,0,1,W,3,9.0,9.9,1.849,0.281,24,Felician,3.4480151228733456,2
537,Felician,193,2011-03-09,vs,32.0,8.0,9.0,0,1,W,3,9.0,9.6,1.848,0.281,24,Felician,3.4480151228733456,2
538,Felician,100,2011-03-09,vs,32.0,8.0,9.0,0,1,W,3,9.0,9.3,1.846,0.281,24,Felician,3.4480151228733456,2
539,Felician,2395,2011-03-09,vs,34.0,7.0,11.0,0,0,W,1,7.0,9.2,1.843,0.324,24,Felician,3.4480151228733456,2
540,Felician,1914,2011-03-09,vs,34.0,7.0,11.0,0,0,W,1,7.0,9.4,1.839,0.324,24,Felician,3.4480151228733456,2
541,Felician,1492,2011-03-09,vs,34.0,7.0,11.0,0,0,W,1,7.0,9.6,1.836,0.324,24,Felician,3.4480151228733456,2
542,Felician,1125,2011-03-09,vs,34.0,7.0,11.0,0,0,W,1,7.0,9.8,1.832,0.324,24,Felician,3.4480151228733456,2
543,Felician,816,2011-03-09,vs,34.0,7.0,11.0,0,0,W,1,7.0,10.0,1.829,0.324,24,Felician,3.4480151228733456,2
544,Felician,553,2011-03-09,vs,34.0,7.0,11.0,0,0,W,1,7.0,10.2,1.826,0.324,24,Felician,3.4480151228733456,2
545,Felician,346,2011-03-09,vs,34.0,7.0,11.0,0,0,W,1,7.0,10.4,1.822,0.324,24,Felician,3.4480151228733456,2
546,Felician,194,2011-03-09,vs,34.0,7.0,11.0,0,0,W,1,7.0,10.6,1.819,0.324,24,Felician,3.4480151228733456,2
547,Felician,101,2011-03-09,vs,34.0,7.0,11.0,0,0,W,1,7.0,10.8,1.816,0.324,24,Felician,3.4480151228733456,2
548,American Int'l,2396,2011-03-10,vs,32.0,5.0,9.0,0,0,W,4,9.0,10.8,1.812,0.281,14,American Int'l,3.759463408155133,2
549,American Int'l,1915,2011-03-10,vs,32.0,5.0,9.0,0,0,W,4,9.0,10.6,1.809,0.281,14,American Int'l,3.759463408155133,2
550,American Int'l,1493,2011-03-10,vs,32.0,5.0,9.0,0,0,W,4,9.0,10.4,1.806,0.281,14,American Int'l,3.759463408155133,2
551,American Int'l,1126,2011-03-10,vs,32.0,5.0,9.0,0,0,W,4,9.0,10.2,1.803,0.281,14,American Int'l,3.759463408155133,2
552,American Int'l,817,2011-03-10,vs,32.0,5.0,9.0,0,0,W,4,9.0,10.0,1.799,0.281,14,American Int'l,3.759463408155133,2
553,American Int'l,554,2011-03-10,vs,32.0,5.0,9.0,0,0,W,4,9.0,9.8,1.796,0.281,14,American Int'l,3.759463408155133,2
554,American Int'l,347,2011-03-10,vs,32.0,5.0,9.0,0,0,W,4,9.0,9.6,1.793,0.281,14,American Int'l,3.759463408155133,2
555,American Int'l,195,2011-03-10,vs,32.0,5.0,9.0,0,0,W,4,9.0,9.4,1.79,0.281,14,American Int'l,3.759463408155133,2
556,American Int'l,102,2011-03-10,vs,32.0,5.0,9.0,0,0,W,4,9.0,9.2,1.786,0.281,14,American Int'l,3.759463408155133,2
557,Dowling,2397,2011-03-10,vs,28.0,0.0,2.0,0,1,L,1,8.0,8.3,1.785,0.071,1,Dowling,2.576581734898368,2
558,Dowling,1916,2011-03-10,vs,28.0,0.0,2.0,0,1,L,1,8.0,7.6,1.784,0.071,1,Dowling,2.576581734898368,2
559,Dowling,1494,2011-03-10,vs,28.0,0.0,2.0,0,1,L,1,8.0,6.9,1.782,0.071,1,Dowling,2.576581734898368,2
560,Dowling,1127,2011-03-10,vs,28.0,0.0,2.0,0,1,L,1,8.0,6.2,1.781,0.071,1,Dowling,2.576581734898368,2
561,Dowling,818,2011-03-10,vs,28.0,0.0,2.0,0,1,L,1,8.0,5.5,1.779,0.071,1,Dowling,2.576581734898368,2
562,Dowling,555,2011-03-10,vs,28.0,0.0,2.0,0,1,L,1,8.0,4.8,1.778,0.071,1,Dowling,2.576581734898368,2
563,Dowling,348,2011-03-10,vs,28.0,0.0,2.0,0,1,L,1,8.0,4.1,1.777,0.071,1,Dowling,2.576581734898368,2
564,Dowling,196,2011-03-10,vs,28.0,0.0,2.0,0,1,L,1,8.0,3.4,1.775,0.071,1,Dowling,2.576581734898368,2
565,Dowling,103,2011-03-10,vs,28.0,0.0,2.0,0,1,L,1,8.0,2.7,1.774,0.071,1,Dowling,2.576581734898368,2
566,Saint Rose,2398,2011-03-11,vs,39.0,7.0,7.0,0,4,L,8,10.0,2.5,1.778,0.179,16,Saint Rose,3.690340909090909,2
567,Saint Rose,1917,2011-03-11,vs,39.0,7.0,7.0,0,4,L,8,10.0,3.0,1.782,0.179,16,Saint Rose,3.690340909090909,2
568,Saint Rose,1495,2011-03-11,vs,39.0,7.0,7.0,0,4,L,8,10.0,3.5,1.786,0.179,16,Saint Rose,3.690340909090909,2
569,Saint Rose,1128,2011-03-11,vs,39.0,7.0,7.0,0,4,L,8,10.0,4.0,1.789,0.179,16,Saint Rose,3.690340909090909,2
570,Saint Rose,819,2011-03-11,vs,39.0,7.0,7.0,0,4,L,8,10.0,4.5,1.793,0.179,16,Saint Rose,3.690340909090909,2
571,Saint Rose,556,2011-03-11,vs,39.0,7.0,7.0,0,4,L,8,10.0,5.0,1.797,0.179,16,Saint Rose,3.690340909090909,2
572,Saint Rose,349,2011-03-11,vs,39.0,7.0,7.0,0,4,L,8,10.0,5.5,1.801,0.179,16,Saint Rose,3.690340909090909,2
573,Saint Rose,197,2011-03-11,vs,39.0,7.0,7.0,0,4,L,8,10.0,6.0,1.805,0.179,16,Saint Rose,3.690340909090909,2
574,Saint Rose,104,2011-03-11,vs,39.0,7.0,7.0,0,4,L,8,10.0,6.5,1.809,0.179,16,Saint Rose,3.690340909090909,2
575,Palm Beach Atlantic,2399,2011-03-11,at,37.0,2.0,8.0,0,3,L,3,9.2,7.1,1.811,0.216,25,Palm Beach Atlantic,2.934782608695652,0
576,Palm Beach Atlantic,1918,2011-03-11,at,37.0,2.0,8.0,0,3,L,3,9.2,7.2,1.813,0.216,25,Palm Beach Atlantic,2.934782608695652,0
577,Palm Beach Atlantic,1496,2011-03-11,at,37.0,2.0,8.0,0,3,L,3,9.2,7.3,1.815,0.216,25,Palm Beach Atlantic,2.934782608695652,0
578,Palm Beach Atlantic,1129,2011-03-11,at,37.0,2.0,8.0,0,3,L,3,9.2,7.4,1.817,0.216,25,Palm Beach Atlantic,2.934782608695652,0
579,Palm Beach Atlantic,820,2011-03-11,at,37.0,2.0,8.0,0,3,L,3,9.2,7.5,1.819,0.216,25,Palm Beach Atlantic,2.934782608695652,0
580,Palm Beach Atlantic,557,2011-03-11,at,37.0,2.0,8.0,0,3,L,3,9.2,7.6,1.821,0.216,25,Palm Beach Atlantic,2.934782608695652,0
581,Palm Beach Atlantic,350,2011-03-11,at,37.0,2.0,8.0,0,3,L,3,9.2,7.7,1.823,0.216,25,Palm Beach Atlantic,2.934782608695652,0
582,Palm Beach Atlantic,198,2011-03-11,at,37.0,2.0,8.0,0,3,L,3,9.2,7.8,1.825,0.216,25,Palm Beach Atlantic,2.934782608695652,0
583,Palm Beach Atlantic,105,2011-03-11,at,37.0,2.0,8.0,0,3,L,3,9.2,7.9,1.827,0.216,25,Palm Beach Atlantic,2.934782608695652,0
584,American Int'l,2400,2011-03-17,at,48.0,19.0,21.0,4,5,W,5,9.0,9.3,1.832,0.438,14,American Int'l,3.759463408155133,0
585,American Int'l,1919,2011-03-17,at,48.0,19.0,21.0,4,5,W,5,9.0,10.6,1.838,0.438,14,American Int'l,3.759463408155133,0
586,American Int'l,1497,2011-03-17,at,48.0,19.0,21.0,4,5,W,5,9.0,11.9,1.843,0.438,14,American Int'l,3.759463408155133,0
587,American Int'l,1130,2011-03-17,at,48.0,19.0,21.0,4,5,W,5,9.0,13.2,1.849,0.438,14,American Int'l,3.759463408155133,0
588,American Int'l,821,2011-03-17,at,48.0,19.0,21.0,4,5,W,5,9.0,14.5,1.854,0.438,14,American Int'l,3.759463408155133,0
589,American Int'l,558,2011-03-17,at,48.0,19.0,21.0,4,5,W,5,9.0,15.8,1.859,0.438,14,American Int'l,3.759463408155133,0
590,American Int'l,351,2011-03-17,at,48.0,19.0,21.0,4,5,W,5,9.0,17.1,1.865,0.438,14,American Int'l,3.759463408155133,0
591,American Int'l,199,2011-03-17,at,48.0,19.0,21.0,4,5,W,5,9.0,18.4,1.87,0.438,14,American Int'l,3.759463408155133,0
592,American Int'l,106,2011-03-17,at,48.0,19.0,21.0,4,5,W,5,9.0,19.7,1.875,0.438,14,American Int'l,3.759463408155133,0
593,Assumption,2401,2011-03-26,at,34.0,2.0,8.0,1,1,L,9,9.0,19.7,1.874,0.235,26,Assumption,3.972206781545303,0
594,Assumption,1920,2011-03-26,at,34.0,2.0,8.0,1,1,L,9,9.0,18.4,1.872,0.235,26,Assumption,3.972206781545303,0
595,Assumption,1498,2011-03-26,at,34.0,2.0,8.0,1,1,L,9,9.0,17.1,1.871,0.235,26,Assumption,3.972206781545303,0
596,Assumption,1131,2011-03-26,at,34.0,2.0,8.0,1,1,L,9,9.0,15.8,1.869,0.235,26,Assumption,3.972206781545303,0
597,Assumption,822,2011-03-26,at,34.0,2.0,8.0,1,1,L,9,9.0,14.5,1.868,0.235,26,Assumption,3.972206781545303,0
598,Assumption,559,2011-03-26,at,34.0,2.0,8.0,1,1,L,9,9.0,13.2,1.866,0.235,26,Assumption,3.972206781545303,0
599,Assumption,352,2011-03-26,at,34.0,2.0,8.0,1,1,L,9,9.0,11.9,1.865,0.235,26,Assumption,3.972206781545303,0
600,Assumption,200,2011-03-26,at,34.0,2.0,8.0,1,1,L,9,9.0,10.6,1.864,0.235,26,Assumption,3.972206781545303,0
601,Assumption,107,2011-03-26,at,34.0,2.0,8.0,1,1,L,9,9.0,9.3,1.862,0.235,26,Assumption,3.972206781545303,0
602,Assumption,2402,2011-03-26,at,37.0,4.0,13.0,0,2,L,7,9.0,8.5,1.862,0.351,26,Assumption,3.972206781545303,0
603,Assumption,1921,2011-03-26,at,37.0,4.0,13.0,0,2,L,7,9.0,9.0,1.863,0.351,26,Assumption,3.972206781545303,0
604,Assumption,1499,2011-03-26,at,37.0,4.0,13.0,0,2,L,7,9.0,9.5,1.863,0.351,26,Assumption,3.972206781545303,0
605,Assumption,1132,2011-03-26,at,37.0,4.0,13.0,0,2,L,7,9.0,10.0,1.863,0.351,26,Assumption,3.972206781545303,0
606,Assumption,823,2011-03-26,at,37.0,4.0,13.0,0,2,L,7,9.0,10.5,1.863,0.351,26,Assumption,3.972206781545303,0
607,Assumption,560,2011-03-26,at,37.0,4.0,13.0,0,2,L,7,9.0,11.0,1.863,0.351,26,Assumption,3.972206781545303,0
